Video Başlığı,Yorum Yapan,Yorum Tarihi,Yorum,Beğeni Sayısı,Yanıt Sayısı,Predicted_Class
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Nemesis0623,5 ay önce,09:50 de sağa döndükten sonra yola çıkmadan önce sola sinyal vermek gerekir mi?,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@selmadan,1 yıl önce,Hocam dönel kavşaktan dönerken orta yada sağ şeride girerken sağ sinyal vermemiz gerekiyormu,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@muallatiryaki940,1 yıl önce,Dün yokuşta durup tekrar yola çıkarken aynaya bakmadığım  ve sinyali geç verdiğim için kaldım,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@elif9278,4 ay önce,Ben sag sol hangi sinyal verir unutuyorum karistiriyorum ,2,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@rumeysasahin1966,1 yıl önce,Hocam L veya paralel parkı yaptığımız süre boyunca sağ sinyalin açık kalması gibi bir zorunluluğumuz var mı?,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ayselaktas5197,7 ay önce,Sinyali  hecandan unutuyoruz ...hocam kurul bunu hoş karşılamalı,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@gulcanyucel406,1 yıl önce,Hocam kolay gelsin lutfen cevaplarsaniz sevinirim ben direksiyonda 4 uncuye girecegim gecemezsem ne yapmam lazim,1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@yagmur9706,1 yıl önce,"Merhaba, sinavda arabayi yokusta kaldirirken bi anligina geri kacirirsak ama sonra hemen toplarlasak sorun olur mu",1,1,negatif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@selenay5957,3 ay önce,Hocam derslerde L parkı 4 lülerle yakıp tamamlayıp yola çıkıyoruz.Sonra hoca durdurup sola sinyal verdiriyo.4 lü yakıp çıkmak sınavda sorun olur mu hocam o şekilde öğretti,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@nesrinmustafaoglu7369,7 ay önce,Sınavım birkaç saat sonra... Geçerim umarım,2,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ecemkaya4620,6 ay önce,Hocam paralel parkta  tam sağ kırıp içeri girerken sağ sinyale gerek var mı? ?,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@gulcanturkoglu3031,10 ay önce,2 ci direksiyon sınavımda yine kaldım iyyim yinede olmuyor hocam ,1,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@A.D001,8 ay önce,Hocam paralel parkda çıkış yapıp hocalari almak için durduğumuzda sağ sinyal vermiyormuyuz?,0,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@lyrichs8881,6 ay önce,Paralel  park L park 25 metre geri parkurlarinda hoca 4'lü açtırıyor cumartesi sinavim var 4 lü yakmalimiyım,1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@YusufErkal_40,3 ay önce (düzenlendi),Hocam paralel parkta ya da L parkta yanaşırken sinyal vermezsek sorun olur mu? Bazı yerlerde sinyal verin diyorlar bazı yerlerde gerek yok deniyor.Sizce ne yapmalıyım?,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@nazbaysal1053,1 yıl önce (düzenlendi),Hocam size bir sorum olacak klima açık ders yapıyoruz acaba benim kalkış gücümü etkiler mi? Klimayı bir kez kapattık daha iyiydi bir de yokuş yukarı yerler var. Araç reno clio. Hoca etkilemez diyor ama bence etkiliyor. Çok sinirim bozuldu doğrusu nedir acaba size güvendiğim için sormak istedim,0,4,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@naimemuezzinoglu1327,1 yıl önce,🖒🖒🖒🖒🖒,1,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Do12m,9 ay önce,Hocam L park ve paralel parkta dörtlü yakılır mı,2,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Sarabhra,1 yıl önce,Bugün 15.55 te sınavım var en korktuğum şey sinyal vermeyi unutmak,2,25,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@AdenAlda,5 ay önce,ins unutmam yarın geçerim,0,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@berivanuguz5176,1 yıl önce,Hocam 22 sinde sınavım var direksiyon derslerim bitti ama ayna ayarı yapmayı hocam öğretmedi bir sıkıntı olur mu,1,3,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@nurseliayhan9529,1 ay önce,Hangi şehir burası çok temiz,0,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@buket1588,7 ay önce,Hocam merhaba pazar günü sınavım var yokus kalkış yaptığımız yerden hemen sonra sağa dönüp yola giriyoruz yani sinyali nasıl vermeliyim orada anlamadim once sag sinyal sonra kalkış sol sonra hemen sağ mi vermem gerekiyor hemen yokus kalkisin dibinden dönüyoruz çünkü nasıl yapmaliyim?,0,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@sabina6579,1 yıl önce,peki hocam kaldirim kenarlarindan donerken kullanir miyiz ?,1,1,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@gulshattekeli6349,1 yıl önce,Hocam ben kursa yazildim ilk ve sifirdan gitdiğim için kursda bana sen otomatik al manuvelde kaldirsin geçemesin dediler kafam karişdi ne yapmam lazim sizce hangisini alim mauel &otomatik ?,1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@softluna123,10 ay önce,Bize l parka ve paralel parkta dörtlüleri açık olmazsa sınavdan kalırsınız deniyor,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@tulaycesur9347,1 ay önce,Banada dua edermisiniz ikinci sınavına gireceğim,1,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@songulkarabulut9053,5 ay önce,Çok şükür geçtim,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Sebemxz_short,6 ay önce,Hocam ilk sınavı kaybettim ikinci yede hiç cesaretim kalmadı,1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@melih27.55,11 ay önce,Hocam mesela benim yapacağım parkurda ani fren alanı hemen yolumun üzeri düz gidicem yani yine de sinyal vermem mi gerekiyor,0,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@mual3240,11 ay önce,Hocam direksiyon sınavından kaldığımız günden kaç ay yada gün sonra tekrar sınav var,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@davidhaller8052,1 yıl önce,"hocam ani fren sonrası otomatik dörtlü yakma refleksi ya da geri geri gelmeye başlamadan önce dörtlü yakmak gibi durumları kendi hocamla konuşmuştum fakat size de sormak istedim. tabii parkuru bilmeden bir şey diyemezsiniz biliyorum fakat park ederken genel olarak dörtlüleri yakmak, geri gelmeden önce dörtlüleri yakmak, ani fren sonrası sanki trafikteymişiz de uyarıyormuşuz gibi dörtlüleri yakmak mantıklı mı? yani en azından komisyon hocalar ""sen fazla verdin, bu yanlıştır"" diyerek bıraktığı oluyor mu? sınav değerlendirmesinde çünkü genel olarak sürmeye hakimlikle alakalı bir alan vardı sanırım ve burası çok inisiyatife dayalı. kaş yaparken göz çıkarmayalım",0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@suzanakbal1188,1 yıl önce,Yarın sınavım İnşallah sinyalleri unutmam,1,4,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@fadimesoyuk6401,1 yıl önce,Sinyalden kaldım aslında sağa dönerken sinyal verdim ama otomatik kapandığı için komisyon başkanı bıraktı,0,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@arzuyldrmcakar7783,9 ay önce,Ard arda iki dönel kavşakta nasıl olması gerekir en çok takıldığim yer orası,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@emrey2252,1 yıl önce,02:28 e videoda sen de sinyal vermmemişsin. gelmiş bir de sinyal verin diyor,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@esmayuksel2300,2 ay önce,hocam ben uzun turda dönerken araç stop etti   kaldım napmam lazım,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@hikmetmeric7715,8 ay önce,Benim kurs hocası 25m geri gelirken dörtlü yaktırıyor.,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ismettkya,3 ay önce,hocam park ederken sinyal yanıyor şekilde mi olması gerekiyor,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ecesen1891,1 yıl önce,Hocam bizim sınavda direksiyon birbuçuk dönderiyorum oda kafamı karıştırıyor sizinki kafa tam sağ tam sol yapıyorsunuz bunu hocaya sordum tam çevirmek sağ sol tehlikeli dedi,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@kubrayellikaya-zc4xt,1 yıl önce,Hocam sinyal vermememiz gereken yerde sinyal veririrsek kalır mıyız sınavdan,1,1,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@isf33.,1 yıl önce,Hocam ani fren yaparken sağ sinyal vermemiz gerekir mi,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@sudenazaydn6306,2 ay önce,Parelelde parkta park halindeyken bile sinyal mi veriyoruz yani ama Lde degil acil yanitlanmasi lasim bu yorumun,0,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Dreamlove07,6 ay önce (düzenlendi),Bizim parkurda 25 MT geri gelme yerinde sinyal verilmiyor boş arazide çünkü,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@mirac61533,4 gün önce,1:37,2,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@fetiyeerbil92,8 ay önce,Öldükten sonra ibadet yapılmaz,1,1,negatif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@yunusakdemir5214,11 ay önce,L parkta geri geri gelirken sinyal kullanıyormuyuz,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@mhmdtlh2235,4 ay önce,Hocam merhabalar bu sinyaller konusunda mesela paralel park alanına girdik sağa sinyal vererek ama önümüz kalabalık durup bekledik bu sefer yine sinyal veriyor muyuz acaba aynı şey anı frende de geçerli mi mesela önümüzde araç var takip mesafesi çok yakın olmasin diye durup bekleyip araç gittikten sonra yapabiliyor muyuz ve yapıyorsak yine durduğumuz için anı fren yapmak için sağa sinyal veriyor muyuz,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@mervemerve4805,10 ay önce,Peki tedbir amaçlı sinyale gerek olmayan yerde sınavda sinyal versek hatamı,0,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ByTunGa,6 ay önce,Paralel park ve l Park a girerken sinyaller açık mi olacak?,1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@senaaltn,1 yıl önce,Hocam vites attıktan sonra ayağımı debriyajdan çekince araba silkeleniyor. Bunu nasıl çözebilirim?,0,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@yunusdinc107,1 ay önce,yarın sınav var bakalım napıcaz,1,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@merve9735,1 yıl önce,Hocam herşeyi biliyorum ama arabaya binince unutuyorum şaşırıyorum ne yapmalıyım,0,0,negatif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ZeynepTamer-p9l,1 yıl önce,Hızımıza uygun şerit ne demek,1,1,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@doganumutkzlrmak4691,1 yıl önce,Hocam paralelde sol sinyal verdik çıktık sonra aracı düzeltmek için sağ yaparken sağ sinyal vermeli miyiz? (videoda sadece sol sinyal verildi.),2,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@esravealpkorkmaz868,2 ay önce,Sinyal in bu kadar affedilemez hata olması çok saçma. Acemi bir sürücü sinyal dışında bir çok şeyden sorumlu zaten. Sinyal de de en azından 2 hak olabilir. Üstelik normal sürücülerin çoğu sinyallerini sıklıkla kullanmıyorken bunun acısını sadece sınavdaki sürücü adayından çıkartmak hiç mantıklı değil.,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@gizemcelik246,6 ay önce,Hocam bana her duruşta dörtlüleri yaktırıyor,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@irempektas-ql6qp,1 yıl önce,Hocam park yapınca p konumuna almak zorunda mıyız,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@tugbagorkem2694,1 yıl önce,Hocam 25 geri alanina yaklasirken sag sinyalmi cikarken sol,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@fatmaaltay4817,7 ay önce,"Hocam iyi günler, hocaları almak için durduğumuzda sağ sinyal vermeye gerek var mı?",1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@xxcelalxx7261,10 ay önce,"Hocam ben kırk yaşındayım araba hiç kullanılmamış im nasıl
Çalışmalıyım",0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@tubaturan4865,1 yıl önce,Bende bugün sinyalden kaldım ,1,2,negatif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@OzerKzlcay-fj9ji,11 ay önce,Merhaba geri giderken vs 25 metre geri giderken sinyal vermiyomuyuz?,0,4,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@tijenselimoglu179,1 yıl önce,Herşeyi yapıp araç sürmesini bilen biri olarak son sınav başlangıç  yerine giderken  sinyal verip direksiyonu çevirince sinyal tekrar durmuş ve bunu fark etmeyen ben tekrar acamadigim için sınavda kaldım reva mı bu şimdi bide ilk sınavım :(,1,3,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@GamzeYasar-f7c,1 yıl önce,Hocam siz nerede ders veriyorsunuz?,0,1,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Toca_kityy,1 yıl önce,Sinyalde kaldım 3 . Sınavım gidecem,0,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@DilaraNegüzel,9 ay önce,Hocam geri gitme sinyal varmi,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ozlem9564,1 yıl önce,Iki gun sonra sinavim var umarim gecerim,0,0,negatif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@merveaslan8368,1 yıl önce,Yarın sınavım var.. hadi bakalım,0,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Cezz34,1 yıl önce,geri geride 4lü yakılır,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@humeyratahire13,7 ay önce,L park sinyali nasıl ?,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@GurbetTok-ou6kl,1 yıl önce,Park hocam yapamıyorum,0,0,pozitif
8. Sinyaller ve Sistemler - Nedensellik (Causality),@arisblanco288,6 yıl önce,"Hocam iyi günler bi sorum olucaktı, y(t)=x^2(t-3)+2x(t)+5x(t-2) gibi bir sinyali ele alırsak nasıl bir yol izlememiz gerekir teşekkürker",1,0,pozitif
8. Sinyaller ve Sistemler - Nedensellik (Causality),@mirayaleynaaydn5788,4 yıl önce,sin(2t).x(t) nedensel mi ??,1,0,pozitif
8. Sinyaller ve Sistemler - Nedensellik (Causality),@merto95,6 yıl önce,sen nasıl bir kralsın,2,0,pozitif
8. Sinyaller ve Sistemler - Nedensellik (Causality),@edwardokcu6898,5 yıl önce,ilk soruda küçük eşittir yukarısı olması lazım fikrimce gelecekteki değerre bağlı olmucak şimdikine eşit olabilir galiba ufak gözden kaçırma var orda :(,1,1,pozitif
8. Sinyaller ve Sistemler - Nedensellik (Causality),@amarshareef9029,5 yıl önce,adamsin,1,0,nötr
8. Sinyaller ve Sistemler - Nedensellik (Causality),@bahadrguven6268,4 yıl önce,bütte dc verdim eyv bro,1,0,nötr
8. Sinyaller ve Sistemler - Nedensellik (Causality),@flamelsphoenix145,5 yıl önce,2:25 - 2:45 mantığını anlayan varsa açıklayabilir mi?,3,3,pozitif
8. Sinyaller ve Sistemler - Nedensellik (Causality),@kocci9140,4 yıl önce,ali gangal puan vermez.,0,0,nötr
8. Sinyaller ve Sistemler - Nedensellik (Causality),@mertaksoy6998,5 yıl önce,dostum emeğine sağlık ama çok heyecanlı anlatıyorsun ve faydası olmuyor biraz düzeltirsen bu huyunu ve gereksiz cümleleri çıkarırsan daha sade ve düz sekilde on numara olacaktır,1,1,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@B7hn,7 gün önce,Video beş buçuk yıl önce eklenmiş ama keşke devamı gelse.Bu youtube olmasa mezun olamayacaz fakülteden ...Yıllarca eğitim gör sonra üniye gel.Adam gibi ders anlamak için video izle.Olcak iş değil.,2,1,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@kerembasc3950,11 ay önce,hocam allah razı olsun allah ne muradınız varsa versin...,0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@kadirdemiroglu9384,5 yıl önce,"Hocam finale kadar diğer konuları da ekleyebilir misiniz
Gerçekten çok güzel anlatım teşekkürler...",2,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@tarikk5160,1 yıl önce,"hocam devamını bekliyoruz , finaller geliyor :D",0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@beypazariofficial,1 yıl önce,hocam 3 senedir nerdesiniz ya millet can çekişiyo bu ders milleti perişan etti size ihtiyacımız var,2,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@elektrik-elektronikmuhendi8034,5 yıl önce,Hocam keşke devre teorisi dersinde rl ve rc devrelerini de anlatsaydiniz. Bir de sizden dinleseydik. Diğer hocaların anlatımı yeterli değil maalesef,4,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@affrella7942,5 yıl önce,Hocam lütfen devamını yükleyin videoların.,3,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@saban07,7 ay önce,hocamm diğer videolar? lütden yükleyin,0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@berkaycan9322,3 yıl önce,Devamı gelsin lütfen sizden başkası yok,0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@user-fh5uf9nh1n,3 yıl önce,Cok guzel anlatmisiniz   fourier anlatma sansiniz yokmu,0,0,nötr
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@ahmetfurkanaydogan2151,5 yıl önce,güzel zamanlama iyi yayınlar...,0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@omeliheren,1 yıl önce,Dersi anlaşılır anlatabilecek tek adam var o da afk,1,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@beyzakokten4480,1 yıl önce,Serinin devamı keşke gelse,0,0,nötr
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@ugurilgen457,5 yıl önce,Ağzınıza sağlık hocam çok güzel anlatmışsınız,0,0,nötr
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@humeyracekic8981,1 yıl önce,Hocam devamı gelmeyecek mi acaba? Şu online dönemde hiç bi şey öğrenemiyoruz zaten lütfen yardımcı olur musunuz??,0,1,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@kadirberkdemirci1921,5 yıl önce,Hocam vizeye 2 hafta kaldı biraz hızlı yukleyebilir misnizn,0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@u0dgellxna,5 yıl önce,Devamı yok mu?,0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@flix1603,3 yıl önce,Hocam size olan saygımdan dolayı yorumu sildim ancak ben sizden ilk defa ücretli bı şey alan birisi değilim. Daha önce soru çözümleri için bazı yerlerde üyenizdim. Benim sinirlendiğim nokta sınavlara az  kalmamisken bı tekrar yapmak için izlemek istedim. Bitmemiş oynatma listelerinin içerisine katıl videosu koymanız yanıltıcı oluyor. Bende yanıldığım için sinirlendim.,2,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@llanthimoss,3 yıl önce,hocam devamı nerde,0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@asyaozeren4635,4 yıl önce,hocam iyi güzel anlatmışsınız elinize sağlık ama bu kadar reklam nedir 2 dk da bir reklam giriyor dikkatim kalmadı resmen,0,0,pozitif
